Id,SalePrice
1884,205677.88
1885,254970.05
1886,301471.78
1887,211640.73
1888,274104.72
1889,166831.86
1890,132882.67
1891,142264.19
1892,108639.414
1893,133394.89
1894,131895.81
1895,135328.11
1896,125520.13
1897,118234.71
1898,105076.98
1899,158211.08
1900,150744.5
1901,178986.48
1902,146231.44
1903,229895.3
1904,147380.53
1905,193058.22
1906,172117.45
1907,211923.95
1908,112460.98
1909,133536.8
1910,119729.63
1911,209899.95
1912,319980.9
1913,143683.69
1914,53135.67
1915,341293.22
1916,70014.39
1917,261437.7
1918,136375.62
1919,164902.23
1920,142649.86
1921,441444.34
1922,327988.1
1923,205780.88
1924,233364.27
1925,211072.53
1926,389117.16
1927,136053.7
1928,157178.22
1929,124688.55
1930,128759.914
1931,143492.47
1932,139549.03
1933,178487.69
1934,179824.98
1935,178988.9
1936,188886.6
1937,177366.38
1938,168138.11
1939,262130.64
1940,187579.8
1941,171241.62
1942,184152.3
1943,206616.25
1944,345141.12
1945,399309.22
1946,166103.03
1947,311829.4
1948,186659.6
1949,236809.03
1950,183830.84
1951,269579.7
1952,209142.27
1953,164518.05
1954,202083.38
1955,134500.86
1956,278090.78
1957,151909.83
1958,321422.7
1959,137923.92
1960,114421.12
1961,117845.195
1962,98733.69
1963,105835.15
1964,110640.195
1965,146771.98
1966,151655.11
1967,297410.44
1968,483708.22
1969,408368.97
1970,458776.0
1971,452323.4
1972,379530.5
1973,257434.72
1974,324438.25
1975,392158.1
1976,265587.06
1977,320885.03
1978,395265.53
1979,305519.4
1980,201508.72
1981,348643.78
1982,231589.0
1983,211143.5
1984,162477.3
1985,216744.94
1986,201394.67
1987,175852.81
1988,174668.0
1989,188075.2
1990,216424.7
1991,247819.58
1992,211912.45
1993,171573.72
1994,242107.25
1995,181001.56
1996,245535.75
1997,311456.9
1998,320442.75
1999,263526.56
2000,308615.34
2001,265140.72
2002,234731.62
2003,248298.53
2004,261222.1
2005,223846.3
2006,237911.02
2007,251981.9
2008,222106.02
2009,189397.23
2010,184666.72
2011,138506.78
2012,176574.27
2013,184411.3
2014,184701.0
2015,195747.34
2016,193993.95
2017,199983.28
2018,120803.02
2019,136553.06
2020,109360.1
2021,107633.08
2022,185773.61
2023,145599.97
2024,241821.03
2025,363357.16
2026,172447.4
2027,153466.05
2028,154371.3
2029,176679.98
2030,270490.6
2031,247420.08
2032,275850.9
2033,258578.73
2034,167994.94
2035,217484.4
2036,182070.27
2037,192877.52
2038,292277.12
2039,217955.52
2040,340868.3
2041,281814.94
2042,204259.89
2043,174162.81
2044,158756.33
2045,207194.38
2046,143191.97
2047,151730.22
2048,139031.48
2049,139387.6
2050,177989.88
2051,104468.93
2052,127776.96
2053,142760.64
2054,84408.52
2055,153331.84
2056,141193.7
2057,117879.87
2058,219869.08
2059,135453.98
2060,174987.53
2061,169831.84
2062,131106.2
2063,112355.055
2064,145563.42
2065,110144.836
2066,167217.22
2067,114152.06
2068,127915.73
2069,85917.62
2070,110508.914
2071,92768.68
2072,123787.79
2073,137877.77
2074,182476.58
2075,145937.78
2076,121463.71
2077,157760.92
2078,130213.37
2079,140707.95
2080,116349.38
2081,123100.12
2082,128520.414
2083,147898.4
2084,112483.56
2085,121861.48
2086,128611.83
2087,121169.72
2088,95239.875
2089,76905.28
2090,128698.664
2091,120643.74
2092,127671.46
2093,120933.43
2094,127188.58
2095,154776.69
2096,76640.14
2097,91755.81
2098,150574.3
2099,59927.83
2100,93269.86
2101,122001.125
2102,122158.13
2103,103193.36
2104,135386.66
2105,120738.7
2106,68664.06
2107,234920.2
2108,116202.05
2109,114309.016
2110,127119.16
2111,142120.83
2112,132444.1
2113,119796.336
2114,108396.984
2115,158088.73
2116,112625.87
2117,153121.73
2118,121730.164
2119,109939.57
2120,112109.29
2121,89739.23
2122,108176.28
2123,82431.17
2124,172851.88
2125,123603.76
2126,164984.19
2127,153813.25
2128,122901.98
2129,102670.875
2130,144854.98
2131,144075.05
2132,118686.33
2133,126873.875
2134,120003.945
2135,101890.164
2136,75975.69
2137,113369.31
2138,126721.68
2139,151348.36
2140,141610.11
2141,137910.28
2142,129665.77
2143,138824.52
2144,118833.69
2145,136343.95
2146,156919.81
2147,140691.34
2148,140103.6
2149,145716.47
2150,223484.69
2151,127098.69
2152,172431.38
2153,155788.12
2154,106587.695
2155,136069.27
2156,263354.12
2157,223838.64
2158,229740.69
2159,203322.75
2160,173765.33
2161,248257.9
2162,416116.1
2163,361313.34
2164,242165.25
2165,175163.53
2166,150614.25
2167,229292.4
2168,201978.17
2169,196678.4
2170,221720.84
2171,143449.66
2172,133473.5
2173,162830.81
2174,225446.11
2175,301859.22
2176,341240.38
2177,240655.08
2178,207567.73
2179,139051.22
2180,210108.39
2181,186426.48
2182,212248.38
2183,195126.62
2184,122263.87
2185,109642.69
2186,138954.8
2187,150253.52
2188,156827.34
2189,253789.1
2190,82061.03
2191,81352.42
2192,91123.25
2193,104776.64
2194,107707.41
2195,113808.16
2196,97160.586
2197,122513.37
2198,160364.14
2199,176764.66
2200,147339.45
2201,148956.86
2202,211175.06
2203,148388.27
2204,184773.42
2205,119364.66
2206,149395.66
2207,209986.88
2208,247958.17
2209,233684.88
2210,124237.71
2211,110084.61
2212,113663.22
2213,108285.09
2214,127313.06
2215,101546.42
2216,134808.12
2217,77959.516
2218,72544.6
2219,57430.75
2220,62797.074
2221,341884.88
2222,248579.97
2223,276819.75
2224,209656.6
2225,118109.266
2226,177512.94
2227,192074.03
2228,264245.56
2229,240599.67
2230,148771.94
2231,214418.84
2232,176411.23
2233,164874.25
2234,239998.05
2235,202486.62
2236,271865.56
2237,346431.97
2238,207564.31
2239,107074.83
2240,154709.28
2241,156220.42
2242,124774.33
2243,126792.42
2244,101217.23
2245,98464.94
2246,139478.19
2247,112679.016
2248,126622.875
2249,127505.74
2250,135313.22
2251,127276.94
2252,174322.95
2253,153624.5
2254,180405.11
2255,190621.89
2256,181370.53
2257,204088.33
2258,164359.7
2259,176852.0
2260,152874.19
2261,186842.23
2262,202598.5
2263,354442.2
2264,448554.16
2265,197247.84
2266,317574.7
2267,402779.62
2268,415518.2
2269,151299.25
2270,191234.02
2271,217753.17
2272,191114.6
2273,160829.69
2274,182359.58
2275,152000.4
2276,194885.3
2277,182442.28
2278,153226.39
2279,128021.23
2280,117231.164
2281,167142.3
2282,181504.95
2283,106652.586
2284,112665.56
2285,152134.94
2286,123704.805
2287,354531.0
2288,283760.66
2289,399513.97
2290,459813.3
2291,327793.75
2292,429043.2
2293,481893.0
2294,442837.53
2295,482161.22
2296,280078.38
2297,318454.03
2298,327160.88
2299,415404.47
2300,345312.44
2301,275808.16
2302,234676.4
2303,251457.95
2304,233799.83
2305,176979.84
2306,172929.16
2307,190556.19
2308,217372.67
2309,287670.34
2310,220754.88
2311,193526.31
2312,177382.0
2313,175317.55
2314,171664.67
2315,176233.17
2316,187929.38
2317,177196.4
2318,183839.67
2319,178074.58
2320,188743.08
2321,234691.23
2322,165645.39
2323,183544.06
2324,160536.56
2325,207069.39
2326,164483.92
2327,210109.19
2328,231014.44
2329,186119.56
2330,176465.36
2331,373047.7
2332,406687.78
2333,310252.3
2334,264051.25
2335,263748.25
2336,333054.72
2337,218977.44
2338,283547.5
2339,200014.92
2340,390508.94
2341,218290.86
2342,231516.11
2343,224778.14
2344,228292.61
2345,231418.53
2346,219390.1
2347,205333.94
2348,236826.73
2349,177058.9
2350,294445.34
2351,263573.16
2352,267603.97
2353,239247.9
2354,137613.64
2355,153756.73
2356,151916.22
2357,191358.64
2358,195893.02
2359,128342.73
2360,115972.6
2361,143056.8
2362,260772.67
2363,143914.42
2364,154486.27
2365,229740.66
2366,185941.75
2367,210623.11
2368,213700.77
2369,217136.72
2370,177464.2
2371,174529.52
2372,197828.75
2373,280425.28
2374,310185.53
2375,247885.44
2376,317392.53
2377,381761.7
2378,142599.05
2379,214467.28
2380,136263.08
2381,162327.83
2382,194337.56
2383,197882.05
2384,250057.5
2385,158467.55
2386,137222.6
2387,137389.11
2388,92628.1
2389,121448.89
2390,140212.77
2391,140277.25
2392,116517.26
2393,167417.34
2394,151832.02
2395,216053.25
2396,145029.97
2397,207624.83
2398,132084.16
2399,51685.066
2400,57492.56
2401,110207.07
2402,138323.61
2403,131826.95
2404,143199.03
2405,164079.05
2406,141542.38
2407,127220.586
2408,143303.61
2409,124983.51
2410,164873.28
2411,118074.586
2412,157004.36
2413,133130.62
2414,144854.34
2415,132698.0
2416,127423.02
2417,130999.125
2418,128629.29
2419,123268.15
2420,122817.76
2421,140481.86
2422,115865.88
2423,125335.58
2424,157798.08
2425,227888.9
2426,131292.19
2427,140204.97
2428,175241.12
2429,118373.836
2430,125313.22
2431,113607.414
2432,143807.08
2433,146324.58
2434,136611.47
2435,148592.45
2436,107643.336
2437,105782.12
2438,125089.445
2439,107818.81
2440,124504.72
2441,89967.24
2442,96148.266
2443,121795.75
2444,126301.95
2445,83904.836
2446,130938.46
2447,181871.1
2448,137441.03
2449,103255.195
2450,150100.62
2451,123880.82
2452,214715.95
2453,94071.35
2454,124366.32
2455,117833.72
2456,131998.3
2457,129094.73
2458,113188.07
2459,111856.46
2460,139130.94
2461,116986.56
2462,138560.86
2463,123755.516
2464,180826.9
2465,140183.22
2466,119768.01
2467,140977.7
2468,76830.805
2469,77282.28
2470,174453.98
2471,198411.52
2472,163943.3
2473,109712.17
2474,88065.41
2475,215298.48
2476,115384.016
2477,127914.13
2478,152944.73
2479,103697.11
2480,143652.61
2481,119348.25
2482,131341.72
2483,109988.41
2484,119037.15
2485,127897.625
2486,162890.19
2487,179499.08
2488,163462.9
2489,143570.47
2490,152530.5
2491,90805.77
2492,179000.0
2493,146739.25
2494,154083.58
2495,83702.77
2496,252276.48
2497,148383.55
2498,108996.22
2499,89842.695
2500,127923.01
2501,141234.5
2502,152173.22
2503,96878.484
2504,184443.58
2505,220737.92
2506,264350.12
2507,272628.88
2508,263583.47
2509,208461.3
2510,222980.2
2511,176875.44
2512,211715.64
2513,211473.16
2514,241721.95
2515,149339.52
2516,173314.55
2517,143061.19
2518,148864.22
2519,226204.8
2520,218072.03
2521,188209.39
2522,224317.78
2523,115565.32
2524,138453.4
2525,149221.02
2526,134248.05
2527,105157.75
2528,131927.88
2529,134786.47
2530,122776.266
2531,239703.64
2532,226612.05
2533,198767.33
2534,225505.27
2535,312758.2
2536,239415.56
2537,236185.44
2538,186826.16
2539,184203.83
2540,173936.67
2541,183852.84
2542,162225.38
2543,125415.08
2544,121550.77
2545,139747.89
2546,130741.73
2547,137493.89
2548,142414.05
2549,167398.78
2550,326572.53
2551,140945.23
2552,123842.69
2553,74300.305
2554,104682.7
2555,114741.875
2556,107502.77
2557,106668.31
2558,150281.64
2559,144281.7
2560,143319.84
2561,150726.95
2562,139357.89
2563,155577.36
2564,192277.27
2565,147382.0
2566,171086.94
2567,139696.92
2568,209316.23
2569,213525.9
2570,123775.164
2571,188113.66
2572,168102.94
2573,228050.5
2574,298476.66
2575,129923.14
2576,128370.42
2577,157172.97
2578,84659.64
2579,61880.305
2580,116157.305
2581,119086.52
2582,108278.41
2583,284552.0
2584,156214.31
2585,186029.55
2586,213136.14
2587,208349.14
2588,153747.0
2589,142906.86
2590,216641.89
2591,233506.58
2592,214271.69
2593,260442.52
2594,179324.83
2595,201264.58
2596,306873.78
2597,173840.19
2598,270236.22
2599,296102.03
2600,173806.81
2601,141411.88
2602,82177.69
2603,92460.305
2604,91758.14
2605,68752.555
2606,142820.39
2607,180038.47
2608,207501.44
2609,166768.98
2610,109195.5
2611,136850.84
2612,150905.67
2613,131799.98
2614,135145.67
2615,150756.4
2616,140909.42
2617,177049.58
2618,209416.0
2619,189389.9
2620,188274.42
2621,177505.25
2622,183053.58
2623,238795.72
2624,290822.34
2625,325299.1
2626,167475.67
2627,173890.02
2628,482225.6
2629,559927.94
2630,372104.0
2631,487845.56
2632,448093.53
2633,334580.5
2634,409686.1
2635,151732.44
2636,178295.69
2637,187196.92
2638,270366.1
2639,190218.8
2640,156477.19
2641,101566.414
2642,194758.8
2643,106266.7
2644,127418.66
2645,106370.766
2646,98000.016
2647,106199.84
2648,136764.69
2649,145262.0
2650,149206.53
2651,144810.3
2652,434245.12
2653,257861.02
2654,250550.95
2655,386834.38
2656,317082.34
2657,342821.84
2658,295128.53
2659,317927.03
2660,353989.25
2661,354097.38
2662,316783.62
2663,271027.72
2664,280448.47
2665,335022.88
2666,299108.78
2667,165265.16
2668,179808.34
2669,172523.77
2670,286550.34
2671,183287.47
2672,187106.88
2673,196547.3
2674,186129.25
2675,174487.77
2676,184379.22
2677,189989.89
2678,254918.95
2679,276440.44
2680,277788.22
2681,416259.03
2682,337032.62
2683,559618.4
2684,318481.94
2685,343660.9
2686,250583.98
2687,348908.16
2688,222874.66
2689,209823.98
2690,502472.0
2691,191847.77
2692,131434.06
2693,198321.0
2694,130295.05
2695,188928.9
2696,183352.69
2697,191648.0
2698,190824.84
2699,173888.66
2700,156071.77
2701,158363.47
2702,111962.16
2703,130135.1
2704,140426.84
2705,118452.26
2706,120738.57
2707,126149.86
2708,133734.73
2709,108201.914
2710,123732.086
2711,292034.22
2712,395395.94
2713,171149.17
2714,150280.28
2715,172857.62
2716,153069.36
2717,188570.14
2718,226383.56
2719,153538.33
2720,175024.1
2721,137819.36
2722,163692.72
2723,140520.06
2724,133041.27
2725,133962.83
2726,151449.61
2727,175502.33
2728,168351.53
2729,147665.12
2730,146710.98
2731,125392.09
2732,127207.98
2733,160714.83
2734,130282.45
2735,139517.98
2736,142815.58
2737,123751.055
2738,133714.62
2739,157060.83
2740,142084.58
2741,145349.64
2742,153687.48
2743,147555.66
2744,157052.7
2745,138267.31
2746,138341.33
2747,150094.94
2748,122007.945
2749,128344.9
2750,131401.55
2751,135788.06
2752,212181.72
2753,158481.9
2754,228711.3
2755,137393.05
2756,94506.82
2757,66325.234
2758,84366.41
2759,157125.02
2760,120916.11
2761,149348.64
2762,145496.53
2763,188265.77
2764,156064.3
2765,273492.66
2766,140302.33
2767,91471.03
2768,132404.14
2769,132068.72
2770,148642.77
2771,109158.875
2772,116307.23
2773,151029.73
2774,140201.36
2775,113417.96
2776,142978.42
2777,143915.95
2778,115758.46
2779,117802.38
2780,101854.66
2781,99995.78
2782,96967.58
2783,105003.02
2784,123297.734
2785,129982.28
2786,75138.44
2787,123493.09
2788,72092.4
2789,179546.33
2790,89018.99
2791,114556.92
2792,51207.492
2793,171735.03
2794,97157.61
2795,122707.805
2796,100249.19
2797,219708.58
2798,109889.516
2799,118851.57
2800,62785.363
2801,109203.04
2802,138550.39
2803,170114.86
2804,134485.4
2805,97885.875
2806,72573.42
2807,164358.69
2808,149823.94
2809,134478.11
2810,135104.25
2811,154690.8
2812,150186.78
2813,155724.42
2814,142747.53
2815,99803.164
2816,244063.27
2817,136144.23
2818,134785.97
2819,155449.52
2820,137045.02
2821,104407.42
2822,189875.56
2823,311602.9
2824,180964.47
2825,161218.28
2826,133774.33
2827,137954.08
2828,219920.39
2829,194995.48
2830,224384.72
2831,181046.14
2832,236427.56
2833,294388.72
2834,213421.16
2835,214175.23
2836,192893.67
2837,164352.98
2838,145337.42
2839,177279.72
2840,210912.38
2841,211426.8
2842,227575.31
2843,155404.17
2844,162480.72
2845,121769.57
2846,215606.88
2847,202976.31
2848,210763.0
2849,206399.17
2850,287344.9
2851,221160.53
2852,232149.08
2853,246557.45
2854,139142.53
2855,208697.75
2856,203181.72
2857,187330.73
2858,202772.4
2859,128427.82
2860,126304.06
2861,121927.48
2862,193610.06
2863,127608.92
2864,249590.22
2865,140634.47
2866,132905.22
2867,95053.14
2868,110894.66
2869,112404.734
2870,123079.31
2871,93388.31
2872,46718.88
2873,98163.15
2874,141929.3
2875,115665.49
2876,160077.94
2877,135478.27
2878,165976.84
2879,141594.94
2880,100734.69
2881,145888.33
2882,169992.2
2883,194287.7
2884,199934.25
2885,188445.67
2886,218398.11
2887,97909.25
2888,133764.05
2889,47681.523
2890,84200.26
2891,136054.48
2892,36508.59
2893,81610.875
2894,40459.137
2895,333270.53
2896,285861.78
2897,202193.33
2898,151305.22
2899,215294.84
2900,164085.78
2901,214494.42
2902,186477.08
2903,340606.34
2904,342820.88
2905,99912.26
2906,207316.08
2907,111873.37
2908,135066.38
2909,130783.586
2910,79657.92
2911,78738.67
2912,145337.39
2913,86703.97
2914,75636.31
2915,83219.45
2916,83659.96
2917,169627.45
2918,113343.84
2919,234130.48
